id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,connection_detail,material_class,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes,requires_review
exp2348a,JIT-2022-SEI,FP pair2,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels filled with silicone sealant to depth of 10mm
 6. Sealant left to cure for 14 days",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),"the ratio of the total length of the tear in the sealant to the total length of  the sealant in the joint is large (50%), sealant was scraped off and reinstalled",1.0,0.0172,Story Drift Ratio,,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp2349a,JIT-2022-SEI,FP pair2,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels filled with silicone sealant to depth of 10mm
 6. Sealant left to cure for 14 days","the ratio of the total length of the tear in the sealant to the total length of
 the sealant in the joint is large (50%)",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),0.0,0.027,Story Drift Ratio,,,,Consequential,,
exp2350a,JIT-2022-SEI,LP pair2,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (LP1 and LP2)
 2. 2000 mm high x 1165 mm wide and 120 mm thick panel LP1 panel; 2000 mm high x 1015 mm wide and 120 mm thick LP2 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels filled with silicone sealant to depth of 10mm
 6. Sealant left to cure for 14 days",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),"the ratio of the total length of the tear in the sealant to the total length of  the sealant in the joint is large (50%), sealant was scraped off and reinstalled",1.0,0.0216,Story Drift Ratio,,,,Unknown,If ds_class = unknown then sufficient description of the damage or photo is unavailable to make a decision,
exp2351a,JIT-2022-SEI,LP pair2,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (LP1 and LP2)
 2. 2000 mm high x 1165 mm wide and 120 mm thick panel LP1 panel; 2000 mm high x 1015 mm wide and 120 mm thick LP2 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels filled with silicone sealant to depth of 10mm
 6. Sealant left to cure for 14 days","the ratio of the total length of the tear in the sealant to the total length of
 the sealant in the joint is large (50%)",the ratio of the total length of the tear to the total length of sealant in the joint is small (say 20%),0.0,0.022,Story Drift Ratio,,,,Consequential,,
exp2352a,JIT-2022-SEI,CP pair2,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),2.95% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (CP1 and CP2)
 2. 2000 mm high x 1165 mm wide and 120 mm thick panel CP1 panel; 2000 mm high x 1290 mm wide and 120 mm thick CP2 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels filled with silicone sealant to depth of 10mm
 6. Sealant left to cure for 14 days",rotation of a nut in CP2 panel connection,"rotation of a nut in CP2 panel connection, the nut was retightened",1.0,0.0056,Story Drift Ratio,,,,Inconsequential,,
exp2353a,JIT-2022-SEI,FP pair3,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,No detail,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (FP1 and FP2)
 2. 2000 mm high x 1015 mm wide and 120 mm thick panels 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels; no sealant",No Damage,,0.0,,,,,,No damage,,
exp2354a,JIT-2022-SEI,LP pair3,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,No detail,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (LP1 and LP2)
 2. 2000 mm high x 1165 mm wide and 120 mm thick panel LP1 panel; 2000 mm high x 1015 mm wide and 120 mm thick LP2 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels; no sealant",panel LP2 uplifted and rotated about the bolt threads that were locked in the slot of the panel,,0.0,0.0436,Story Drift Ratio,,,,Inconsequential,,
exp2355a,JIT-2022-SEI,CP pair3,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,No detail,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),2.95% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. A test specimen comprising two panels (CP1 and CP2)
 2. 2000 mm high x 1165 mm wide and 120 mm thick panel CP1 panel; 2000 mm high x 1290 mm wide and 120 mm thick CP2 
 3. 65 mm vertical slots at the four slot connections embedded in th epanel connected to the struture
 4. Panel gravity load bearing connections made with weld plates
 5. 15mm wide vertical joint between panels; no sealant",rotation of a nut in CP2 panel connection,"rotation of a nut in CP2 panel connection, the nut was retightened",1.0,0.0056,Story Drift Ratio,,,,Inconsequential,,
exp2356a,JIT-2022-CYC,FP,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. sub-assemblies of four ‘rocking’ panels (in a 2 × 2 grid) with interposed sealant joints along the vertical and horizontal interfaces were subjected to lateral cyclic loadings on a small-scale two-story 3D structural frame
 2. 929mm high x 1015 mm wide x 125 mm thick panels
 3. 25 mm joint widths filled with sealant; sealant cured only for 9 days
 4.Vertical slots connection at four corners in the panel with 21 mm slot length
 5. two Bearing plates embedded at the bottom corners of the panels for gravity load transfer",Adhesive failure of the sealant in vertical joint,,0.0,0.0186,Story Drift Ratio,,,,Consequential,,
exp2357a,JIT-2022-CYC,FP,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. sub-assemblies of four ‘rocking’ panels (in a 2 × 2 grid) with interposed sealant joints along the vertical and horizontal interfaces were subjected to lateral cyclic loadings on a small-scale two-story 3D structural frame
 2. 929mm high x 1015 mm wide x 125 mm thick panels
 3. 25 mm joint widths filled with sealant; sealant cured only for 9 days
 4.Vertical slots connection at four corners in the panel with 21 mm slot length
 5. two Bearing plates embedded at the bottom corners of the panels for gravity load transfer",Adhesive failure of the sealant in horizontal joint,,0.0,0.026,Story Drift Ratio,,,,Consequential,,
exp2358a,JIT-2022-CYC,LP,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. sub-assemblies of four ‘rocking’ panels (in a 2 × 2 grid) with interposed sealant joints along the vertical and horizontal interfaces were subjected to lateral cyclic loadings on a small-scale two-story 3D structural frame placed at the corner
 2. Two 929mm high x 1015 mm wide x 125 mm thick panels and Two 929mm high x 1145 mm wide x 125 mm thick panels (L-shaped)
 3. 25 mm joint widths filled with sealant; sealant cured only for 9 days
 4.Vertical slots connection at four corners in the panel with 21 mm slot length
 5. two Bearing plates embedded at the bottom corners of the panels for gravity load transfer",Adhesive failure of the sealant in vertical joint,,0.0,0.014,Story Drift Ratio,,,,Consequential,,
exp2359a,JIT-2022-CYC,LP,NIST,B2011,N,,Precast concrete cladding panels,Rocking,Vertical slots in panels,Sealant,,"Quasi-static Cyclic, uniaxial",FEMA-461 (2007),4.18% drift of specimen,"University of Canterbury, New Zealand",Verify the low-damage rocking connections,"1. sub-assemblies of four ‘rocking’ panels (in a 2 × 2 grid) with interposed sealant joints along the vertical and horizontal interfaces were subjected to lateral cyclic loadings on a small-scale two-story 3D structural frame placed at the corner
 2. Two 929mm high x 1015 mm wide x 125 mm thick panels and Two 929mm high x 1145 mm wide x 125 mm thick panels (L-shaped)
 3. 25 mm joint widths filled with sealant; sealant cured only for 9 days
 4.Vertical slots connection at four corners in the panel with 21 mm slot length
 5. two Bearing plates embedded at the bottom corners of the panels for gravity load transfer",Bottiom panel was found to be raised from both of its bearing plates due to tension transfer from the top panel through sealant joint,Adhesive failure of the sealant in vertical joint,0.0,0.0444,Story Drift Ratio,,,,Inconsequential,,
