id,ref_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
269,C3011.002c,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: Gypsum + Ceramic Tile, Full Height, Fixed Below, Slip Track Above w/ returns (friction connection) - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,2.0,Cracked joints and tile.,0.005,0.4,1.0
270,C3011.002d,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: Gypsum + Ceramic Tile, Full Height, Fixed Below, Slip Track Above w/o returns (friction connection) - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,1.0,Minor cracked joints and tile.,0.0035,0.7,1.0
271,C3011.002d,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: Gypsum + Ceramic Tile, Full Height, Fixed Below, Slip Track Above w/o returns (friction connection) - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,2.0,Cracked joints and tile.,0.0093,0.45,1.0
272,C3011.003a,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Fixed Above - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,1.0,minor cracked joints and minor cracks in marble / wood paneling.,0.0021,0.6,1.0
273,C3011.003a,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Fixed Above - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,2.0,significant cracks in marble / wood paneling.,0.0071,0.45,1.0
274,C3011.003b,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: High End Marble or Wood Panel, Partial Height, Fixed Below, Lateral Braced Above - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,1.0,minor cracked joints and minor cracks in marble / wood paneling.,0.0064,0.3,1.0
275,C3011.003b,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: High End Marble or Wood Panel, Partial Height, Fixed Below, Lateral Braced Above - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,2.0,significant cracks in marble / wood paneling.,0.011,0.3,1.0
276,C3011.003c,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Slip Track Above w/ returns (friction connection) - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,1.0,minor cracked joints and minor cracks in marble / wood paneling.,0.002,0.7,1.0
277,C3011.003c,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Slip Track Above w/ returns (friction connection) - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,2.0,significant cracks in marble / wood paneling.,0.005,0.4,1.0
278,C3011.003d,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Slip Track Above w/o returns (friction connection) - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,1.0,minor cracked joints and minor cracks in marble / wood paneling.,0.0035,0.7,1.0
279,C3011.003d,Dustin,FEMA P-58,,,,,C3011,Wall Partition Finish,,,,,"Wall Partition, Type: High End Marble or Wood Panel, Full Height, Fixed Below, Slip Track Above w/o returns (friction connection) - Costing based upon 9'x100' Panels",,Story Drift Ratio,Unitless,2.0,significant cracks in marble / wood paneling.,0.0093,0.45,1.0
280,C3021.001a,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Office - Dry - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be carpet or vinyl. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.  ,,,1.0
281,C3021.001b,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Office - Humid - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be carpet or vinyl. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
282,C3021.001c,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Laboratory - Dry - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be sheet vinyl. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
283,C3021.001d,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Laboratory - Humid - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be sheet vinyl. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
284,C3021.001e,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Hospital - Dry - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be sheet vinyl. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
285,C3021.001f,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Hospital - Humid - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be sheet vinyl. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
286,C3021.001g,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - School - Dry - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be vinyl composition tile. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
287,C3021.001h,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - School - Humid - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be vinyl composition tile. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
288,C3021.001i,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Apartments - Dry - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be carpet. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
289,C3021.001j,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Apartments - Humid - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be carpet. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
290,C3021.001k,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Retail - Dry - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be vinyl composition tile. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
291,C3021.001l,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Retail - Humid - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be vinyl composition tile. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
292,C3021.001m,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Warehouse - Dry - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be sealed concrete. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
293,C3021.001n,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Warehouse - Humid - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be sealed concrete. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
294,C3021.001o,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Hospitality - Dry - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be carpet. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
295,C3021.001p,Dustin,FEMA P-58,,,,,C3021,Generic Floor Covering,,,,,"Generic Floor Covering - Flooding of floor caused by failure of pipe - Hospitality - Humid - The user needs to review the fragilities of all piping modeled in the ceiling of the floor and input the peak floor acceleration value for the pipe with the lowest median peak floor acceleration value, along with the associated total dispersion (beta). Flooring type assumed to be carpet. Available costs are per one square foot of floor area.",,Peak Floor Acceleration,g,1.0,Flooding of all or a portion of the total floor associated with a major leakage of a pipe.,,,1.0
296,C3027.001,Dustin,FEMA P-58,,,,,C3027,Raised Access Floor,,,,,"Raised Access Floor, non seismically rated. - Access floor unanchored or anchored with adhesive. Costing is based upon a xxx SF floor area.",,Peak Floor Acceleration,g,1.0,Minor damage to the flooring system.  Damage to the equipment of the flooring system.,0.5,0.5,1.0
297,C3027.002,Dustin,FEMA P-58,,,,,C3027,Raised Access Floor,,,,,"Raised Access Floor, seismically rated. - Access floor is designed to meet code requirements and mechanically anchored and braced as necessary to resist anchor loads. Equipment is anchored to floor systems and heavier equipment is anchored directly to the structural floor. Costing is based upon a xxx SF floor area.",,Peak Floor Acceleration,g,1.0,Minor damage to the flooring system.  Damage to the equipment of the flooring system.,1.5,0.4,1.0
