id,reference_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
fra1189a,B2023.056,NIST,FEMA P-58,,,,,B2023,Storefront,,,,,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, in-plane; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.88:1 sealant = dry - None",,Story Drift Ratio,Unitless,2.0,Glass cracks.,0.1,0.32,1.0
fra1190a,B2023.057,NIST,FEMA P-58,,,,,B2023,Storefront,,,,,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, combined; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.88:1 sealant = dry - None",,Story Drift Ratio,Unitless,1.0,Panel damage (no glass damage).,0.055,0.32,1.0
fra1191a,B2023.057,NIST,FEMA P-58,,,,,B2023,Storefront,,,,,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, combined; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 1.88:1 sealant = dry - None",,Story Drift Ratio,Unitless,2.0,Glass cracks.,0.1,0.32,1.0
fra1192a,B2023.058,NIST,FEMA P-58,,,,,B2023,Storefront,,,,,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, Short side; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 2.82:1 sealant = dry - None",,Story Drift Ratio,Unitless,1.0,Panel damage (no glass damage).,0.09,1.0,1.0
fra1193a,B2023.058,NIST,FEMA P-58,,,,,B2023,Storefront,,,,,"Storefront, Config: Symmetric insulating glass units (dual-pane, equal-thickness IGU), Lamination: Not laminated, Glass Type: Full tempered, Details: 1 in. (25 mm) FT IGU [1/4 in. (6 mm) inner and outer panes], Corner Cond. Specimen, Short side; glass-frame clearance = 0.43 in. (11 mm); aspect ratio = 2.82:1 sealant = dry - None",,Story Drift Ratio,Unitless,2.0,Glass cracks.,0.1,0.32,1.0
fra1194a,B3011.011,NIST,FEMA P-58,,,,,B3011,Concrete tile roof,,,,,"Concrete tile roof, tiles secured and compliant with UBC94 - Costing per roofing square (100 SF)",,Peak Floor Acceleration,g,1.0,Minor damage; tiles dislodged.,1.1,0.4,1.0
fra1195a,B3011.011,NIST,FEMA P-58,,,,,B3011,Concrete tile roof,,,,,"Concrete tile roof, tiles secured and compliant with UBC94 - Costing per roofing square (100 SF)",,Peak Floor Acceleration,g,2.0,Major portion of tile dislodged.,1.4,0.4,1.0
fra1196a,B3011.012,NIST,FEMA P-58,,,,,B3011,Clay tile roof,,,,,"Clay tile roof, tiles secured and compliant with UBC94 - Costing per roofing square (100 SF)",,Peak Floor Acceleration,g,1.0,Minor damage; tiles dislodged.,1.4,0.3,1.0
fra1197a,B3011.012,NIST,FEMA P-58,,,,,B3011,Clay tile roof,,,,,"Clay tile roof, tiles secured and compliant with UBC94 - Costing per roofing square (100 SF)",,Peak Floor Acceleration,g,2.0,Major portion of tile dislodged.,1.7,0.3,1.0
fra1198a,B3011.013,NIST,FEMA P-58,,,,,B3011,Concrete tile roof,,,,,"Concrete tile roof, unsecured tiles - Costing per roofing square (100 SF)",,Peak Floor Acceleration,g,1.0,Minor damage; tiles dislodged.,0.5,0.4,1.0
fra1199a,B3011.013,NIST,FEMA P-58,,,,,B3011,Concrete tile roof,,,,,"Concrete tile roof, unsecured tiles - Costing per roofing square (100 SF)",,Peak Floor Acceleration,g,2.0,Major portion of tile dislodged.,0.7,0.4,1.0
fra1200a,B3011.014,NIST,FEMA P-58,,,,,B3011,Clay tile roof,,,,,"Clay tile roof, unsecured tiles - Costing per roofing square (100 SF)",,Peak Floor Acceleration,g,1.0,Minor damage; tiles dislodged.,0.4,0.3,1.0
fra1201a,B3011.014,NIST,FEMA P-58,,,,,B3011,Clay tile roof,,,,,"Clay tile roof, unsecured tiles - Costing per roofing square (100 SF)",,Peak Floor Acceleration,g,2.0,Major portion of tile dislodged.,0.5,0.3,1.0
fra1202a,B3031.001a,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 5 ft, replace with masonry - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,1.0,"Cracking with offset > 1/16""",0.35,0.6,1.0
fra1203a,B3031.001a,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 5 ft, replace with masonry - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,2.0,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
fra1204a,B3031.001b,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 10 ft, replace with masonry - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,1.0,"Cracking with offset > 1/16""",0.35,0.6,1.0
fra1205a,B3031.001b,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 10 ft, replace with masonry - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,2.0,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
fra1206a,B3031.001c,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 15 ft, replace with masonry - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,1.0,"Cracking with offset > 1/16""",0.35,0.6,1.0
fra1207a,B3031.001c,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 15 ft, replace with masonry - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,2.0,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
fra1208a,B3031.002a,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 5 ft, replace with framing - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,1.0,"Cracking with offset > 1/16""",0.35,0.6,1.0
fra1209a,B3031.002a,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 5 ft, replace with framing - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,2.0,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
fra1210a,B3031.002b,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 10 ft, replace with framing - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,1.0,"Cracking with offset > 1/16""",0.35,0.6,1.0
fra1211a,B3031.002b,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 10 ft, replace with framing - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,2.0,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
fra1212a,B3031.002c,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 15 ft, replace with framing - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,1.0,"Cracking with offset > 1/16""",0.35,0.6,1.0
fra1213a,B3031.002c,NIST,FEMA P-58,,,,,B3031,Masonry Chimney,,,,,"Masonry Chimney - unreinforced, non industrial, above roof 15 ft, replace with framing - Demand parameter shall be defined as the first floor peak floor acceleration. Unreinforced masonry chimney as a component of wood frame buildings. Includes firebox and chimney, excludes exterior veneer or ornamentation. May include chimneys where the quality of reinforcing is unknown. For multiple story buildings enter the chimney fragility once at the first floor, do not specify this fragility at subsequent elevated floors.",,Peak Floor Acceleration,g,2.0,Toppling of all or a portion of the chimney.,0.5,0.6,1.0
fra1214a,B3041.001,NIST,FEMA P-58,,,,,B3041,Masonry Parapet,,,,,"Masonry Parapet - unreinforced, unbraced - Unreinforced and unbraced masonry parapet as a component of a masonry building. Parapet height / width of approximately 3. Costing based upon repair of 3ft tall x 10ft segment.",,Peak Floor Acceleration,g,1.0,"Cracking with offset > 1/16""",0.2,0.6,1.0
fra1215a,B3041.001,NIST,FEMA P-58,,,,,B3041,Masonry Parapet,,,,,"Masonry Parapet - unreinforced, unbraced - Unreinforced and unbraced masonry parapet as a component of a masonry building. Parapet height / width of approximately 3. Costing based upon repair of 3ft tall x 10ft segment.",,Peak Floor Acceleration,g,2.0,Toppling of all or portion of parapet.,0.4,0.6,1.0
fra1216a,C1011.001a,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Fixed Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,1.0,"Screw pop-out, cracking of wall board, warping or cracking of tape, slight crushing of wall panel at corners.",0.005,0.4,1.0
fra1217a,C1011.001a,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Fixed Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,2.0,"Moderate cracking or crushing of gypsum wall boards (typically in corners).  Moderate corner gap openings, bending of boundary studs.",0.01,0.3,1.0
fra1218a,C1011.001a,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Fixed Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,3.0,"Buckling of studs and tearing of tracks.  Tearing or bending of top track, tearing at corners with transverse walls, large gap openings, walls displaced.",0.021,0.2,1.0
fra1219a,C1011.001b,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Partial Height, Fixed Below, Lateral Braced Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,1.0,"Screw pop-out, cracking of wall board, warping or cracking of tape, slight crushing of wall panel at corners.",0.01,0.3,1.0
fra1220a,C1011.001b,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Partial Height, Fixed Below, Lateral Braced Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,2.0,"Moderate cracking or crushing of gypsum wall boards (typically in corners).  Moderate corner gap openings, bending of boundary studs.",0.013,0.3,1.0
fra1221a,C1011.001b,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Partial Height, Fixed Below, Lateral Braced Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,3.0,"Buckling of studs and tearing of tracks.  Tearing or bending of top track, tearing at corners with transverse walls, large gap openings, walls displaced.",0.018,0.3,1.0
fra1222a,C1011.001c,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Slip Track Above with returns - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,1.0,"Screw pop-out, cracking of wall board, warping or cracking of tape, slight crushing of wall panel at corners.",0.004,0.45,1.0
fra1223a,C1011.001c,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Slip Track Above with returns - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,2.0,"Moderate cracking or crushing of gypsum wall boards (typically in corners).  Moderate corner gap openings, bending of boundary studs.",0.011,0.35,1.0
fra1224a,C1011.001c,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Slip Track Above with returns - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,3.0,"Buckling of studs and tearing of tracks.  Tearing or bending of top track, tearing at corners with transverse walls, large gap openings, walls displaced.",0.019,0.25,1.0
fra1225a,C1011.001d,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Slip Track Above w/o returns (friction connections) - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,1.0,"Screw pop-out, cracking of wall board, warping or cracking of tape, slight crushing of wall panel at corners.",0.0035,0.6,1.0
fra1226a,C1011.001d,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with metal studs, Full Height, Fixed Below, Slip Track Above w/o returns (friction connections) - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,2.0,"Moderate cracking or crushing of gypsum wall boards (typically in corners).  Moderate corner gap openings, bending of boundary studs.",0.0095,0.45,1.0
fra1227a,C1011.011a,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with wood studs, Full Height, Fixed Below, Fixed Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,1.0,Cracking of paint over fasteners or joints.,0.0021,0.6,1.0
fra1228a,C1011.011a,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with wood studs, Full Height, Fixed Below, Fixed Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,2.0,Local and global buckling out-of-plane and crushing of gypsum wallboards.  Studs are typically not damaged by failure of the gypsum wallboard.,0.0071,0.45,0.8
fra1229a,C1011.011a,NIST,FEMA P-58,,,,,C1011,Wall Partition,,,,,"Wall Partition, Type: Gypsum with wood studs, Full Height, Fixed Below, Fixed Above - Quantity is based upon 13'x100' Panels. Quantity of wall damaged varies by damage state.",,Story Drift Ratio,Unitless,3.0,Local and global buckling out-of-plane and crushing of gypsum wallboards.  Studs are typically not damaged by failure of the gypsum wallboard.,0.0071,0.45,0.2
fra1230a,C2011.001a,NIST,FEMA P-58,,,,,C2011,Prefabricated steel stair,,,,,"Prefabricated steel stair with steel treads and landings with seismic joints that accommodate drift. - Flexible stair with seismic interstory slip joint. Steel prefab stringers, steel or concrete filled pan treads.",,Story Drift Ratio,Unitless,1.0,"Non structural damage, local steel yielding.",,,1.0
fra1231a,C2011.001a,NIST,FEMA P-58,,,,,C2011,Prefabricated steel stair,,,,,"Prefabricated steel stair with steel treads and landings with seismic joints that accommodate drift. - Flexible stair with seismic interstory slip joint. Steel prefab stringers, steel or concrete filled pan treads.",,Story Drift Ratio,Unitless,2.0,"Structural damage but live load capacity remains intact.  Buckling of steel, weld cracking.",,,1.0
fra1232a,C2011.001a,NIST,FEMA P-58,,,,,C2011,Prefabricated steel stair,,,,,"Prefabricated steel stair with steel treads and landings with seismic joints that accommodate drift. - Flexible stair with seismic interstory slip joint. Steel prefab stringers, steel or concrete filled pan treads.",,Story Drift Ratio,Unitless,3.0,Loss of live load capacity.  Connection and or weld fracture.,,,1.0
